"3358","Guitar Center  Incorporated","2660 East Colorado Blvd.",,"Pasadena","CA","91107",,"34.1457861","-118.095499",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21656","http://www.chauvetdj.com/?post_type=store_page&p=21656",,,"2016-02-03 16:05:48","1270.5512177084"
"3359","Guitar Center  Incorporated","11155 183rd Street",,"Cerritos","CA","90703-5415",,"33.8674705","-118.0960961",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21657","http://www.chauvetdj.com/?post_type=store_page&p=21657",,,"2016-02-03 16:05:48","1275.9018618194"
"3360","Guitar Center  Incorporated","24370 Village Walk",,"Murietta","CA","92562",,"33.5671737","-117.2138862",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"(951) 698-9200",,,,,"21658","http://www.chauvetdj.com/?post_type=store_page&p=21658",,,"2016-02-03 16:05:48","1233.4592810488"
"3361","Guitar Center  Incorporated","10831 West Pico Blvd.",,"Los Angeles","CA","90064",,"34.04063","-118.428432",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21659","http://www.chauvetdj.com/?post_type=store_page&p=21659",,,"2016-02-03 16:05:48","1290.8602448340"
"3362","Guitar Center  Incorporated","6587 S. Las Vegas Blvd.",,"Las Vegas","NV","89119",,"36.0678096","-115.1787097",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"702-450-2260",,,,,"21660","http://www.chauvetdj.com/?post_type=store_page&p=21660",,,"2016-02-03 16:05:48","1080.5322241669"
"3363","Guitar Center  Incorporated","8621 Charleston Blvd","Suite. 11","Las Vegas","NV","89117",,"36.1576757","-115.2810149",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21661","http://www.chauvetdj.com/?post_type=store_page&p=21661",,,"2016-02-03 16:05:48","1085.1533025385"
"3364","Guitar Center  Incorporated","6663 S. Virginia St.",,"Reno","NV","89511",,"39.4658738","-119.7857116",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21662","http://www.chauvetdj.com/?post_type=store_page&p=21662",,,"2016-02-03 16:05:49","1312.0875642874"
"3365","Guitar Center  Incorporated","1245 West Elliot Road #115",,"Tempe","AZ","85284",,"33.3480657","-111.957905",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"480-753-6900",,,,,"21663","http://www.chauvetdj.com/?post_type=store_page&p=21663",,,"2016-02-03 16:05:49","951.3995930542"
"3366","Guitar Center  Incorporated","2750 West Peoria Avenue",,"Phoenix","AZ","85029",,"33.5833014","-112.1195208",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"602-375-3800",,,,,"21664","http://www.chauvetdj.com/?post_type=store_page&p=21664",,,"2016-02-03 16:05:49","954.6421261483"
"3367","Guitar Center  Incorporated","4720 East Broadway Blvd.",,"Tucson","AZ","85711",,"32.2207239","-110.891195",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"520-320-9900",,,,,"21665","http://www.chauvetdj.com/?post_type=store_page&p=21665",,,"2016-02-03 16:05:49","924.6547033734"
"3368","Guitar Center  Incorporated","8949 East Indian Bend Road",,"Scottsdale","AZ","85250-8504",,"33.5364516","-111.8892508",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21666","http://www.chauvetdj.com/?post_type=store_page&p=21666",,,"2016-02-03 16:05:49","943.2257073418"
"3369","Guitar Center  Incorporated","9945 W. McDowell Rd.","Suite. 108","Avondale","AZ","85323",,"33.4637864","-112.2736193",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"(623) 907-3605",,,,,"21667","http://www.chauvetdj.com/?post_type=store_page&p=21667",,,"2016-02-03 16:05:49","965.7693732384"
"3370","Guitar Center  Incorporated","1645 Van Ness Ave",,"San Francisco","CA","94109",,"37.7908328","-122.4228044",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"(415) 626-7655",,,,,"21668","http://www.chauvetdj.com/?post_type=store_page&p=21668",,,"2016-02-03 16:05:49","1461.1805785719"
"3371","Guitar Center  Incorporated","6910 Chestnut St.",,"Gilroy","CA","95020",,"37.0004238","-121.5576794",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21669","http://www.chauvetdj.com/?post_type=store_page&p=21669",,,"2016-02-03 16:05:50","1420.9365346438"
"3372","Guitar Center  Incorporated","3677 Stevens Creek Blvd.",,"San Clara","CA","95051",,"37.323987","-121.965284",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"408-249-0455",,,,,"21670","http://www.chauvetdj.com/?post_type=store_page&p=21670",,,"2016-02-03 16:05:50","1440.1597746405"
"3373","Guitar Center  Incorporated","4254 S Mooney Blvd.",,"Visalia","CA","93277-9306",,"36.2918262","-119.3104411",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21671","http://www.chauvetdj.com/?post_type=store_page&p=21671",,,"2016-02-03 16:05:50","1305.2800250682"
"3374","Guitar Center  Incorporated","5925 Shellmound St.",,"Emeryville","CA","94608-4350",,"37.8410233","-122.2935471",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"510-654-4350",,,,,"21672","http://www.chauvetdj.com/?post_type=store_page&p=21672",,,"2016-02-03 16:05:57","1453.7886068557"
"3375","Guitar Center  Incorporated","1280 Willow Pass Road","Suite B","Concord","CA","94520",,"37.9670462","-122.0524952",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"925-363-7770",,,,,"21673","http://www.chauvetdj.com/?post_type=store_page&p=21673",,,"2016-02-03 16:05:57","1439.8126650458"
"3376","Guitar Center  Incorporated","2120 Alta Arden Expressway",,"Sacramento","CA","95825-2220",,"38.5972015","-121.4166582",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"916-922-2132",,,,,"21674","http://www.chauvetdj.com/?post_type=store_page&p=21674",,,"2016-02-03 16:05:57","1401.8180413515"
"3377","Guitar Center  Incorporated","5330 North Blackstone Avenue",,"Fresno","CA","93710",,"36.8146597","-119.7893374",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"559-221-2222",,,,,"21675","http://www.chauvetdj.com/?post_type=store_page&p=21675",,,"2016-02-03 16:05:58","1326.0209525313"
"3378","Guitar Center  Incorporated","3440 McHenry Avenue",,"Modesto","CA","95350-1454",,"37.6883144","-120.9931227",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"209-525-9800",,,,,"21676","http://www.chauvetdj.com/?post_type=store_page&p=21676",,,"2016-02-03 16:05:58","1384.2851488540"
"3379","Guitar Center  Incorporated","5781 B\" Five Star Dr.\"",,"Roseville","CA","95678",,"38.7818944","-121.2720474",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21677","http://www.chauvetdj.com/?post_type=store_page&p=21677",,,"2016-02-03 16:05:58","1393.2523068784"
"3380","Guitar Center  Incorporated","530 Westlake Avenue North",,"Seattle","WA","98109",,"47.623674","-122.3384148",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"206-287-9100",,,,,"21678","http://www.chauvetdj.com/?post_type=store_page&p=21678",,,"2016-02-03 16:05:58","1531.2003521900"
"3381","Guitar Center  Incorporated","18420 33 Ave W Suit D",,"Lynwood","WA","98037",,"47.8314564","-122.2796261",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"425-672-8807",,,,,"21679","http://www.chauvetdj.com/?post_type=store_page&p=21679",,,"2016-02-03 16:05:58","1533.2608141962"
"3382","Guitar Center  Incorporated","230 Andover Park West",,"Tukwila","WA","98188",,"47.4566618","-122.2533291",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"206-243-9077",,,,,"21680","http://www.chauvetdj.com/?post_type=store_page&p=21680",,,"2016-02-03 16:05:58","1523.7814830392"
"3383","Guitar Center  Incorporated","12608 - 120th Avenue NE",,"Kirkland","WA","98034",,"47.7135642","-122.1791265",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"425-814-9640",,,,,"21681","http://www.chauvetdj.com/?post_type=store_page&p=21681",,,"2016-02-03 16:05:58","1526.1865892120"
"3384","Guitar Center  Incorporated","2919 South 38th Street","Suite A","Tacoma","WA","98409",,"47.2246126","-122.4744727",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"253-474-2900",,,,,"21682","http://www.chauvetdj.com/?post_type=store_page&p=21682",,,"2016-02-03 16:05:59","1528.7039633289"
"3385","Guitar Center  Incorporated","5628 North Division Street","Suite B3","Spokane","WA","99207",,"47.7094025","-117.4095173",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"509-484-1555",,,,,"21683","http://www.chauvetdj.com/?post_type=store_page&p=21683",,,"2016-02-03 16:05:59","1320.9973263293"
"3386","Guitar Center  Incorporated","1015 Green Acres Road",,"Eugene","OR","97408",,"44.0943596","-123.096314",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"(541) 689-1820",,,,,"21684","http://www.chauvetdj.com/?post_type=store_page&p=21684",,,"2016-02-03 16:05:59","1507.8417415638"
"3387","Guitar Center  Incorporated","2570 Crater Lake Highway",,"Medord","OR","97504",,"42.3550988","-122.8672374",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"541-772-8366",,,,,"21685","http://www.chauvetdj.com/?post_type=store_page&p=21685",,,"2016-02-03 16:05:59","1481.3623351414"
"3388","Guitar Center  Incorporated","13029 Southeast 84th Avenue",,"Clackamas","OR","97015",,"45.4293128","-122.5773545",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"503-654-0100",,,,,"21686","http://www.chauvetdj.com/?post_type=store_page&p=21686",,,"2016-02-03 16:05:59","1500.7128119982"
"3389","Guitar Center  Incorporated","9575 SW Cascade Avenue",,"Beaverton","OR","97008",,"45.4507894","-122.786174",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"503-644-9500",,,,,"21687","http://www.chauvetdj.com/?post_type=store_page&p=21687",,,"2016-02-03 16:05:59","1510.9115161090"
"3390","Guitar Center  Incorporated","5761 Fairview Avenue",,"Boise","ID","83706",,"43.6181303","-116.253028",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"208-685-0505",,,,,"21688","http://www.chauvetdj.com/?post_type=store_page&p=21688",,,"2016-02-03 16:05:59","1167.8828825932"
"3391","Guitar Center  Incorporated","3910 University Ave",,"West Des Moines","IA","50266",,"41.5992069","-93.758207",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21689","http://www.chauvetdj.com/?post_type=store_page&p=21689",,,"2016-02-03 16:06:00","328.5748875978"
"3392","Guitar Center  Incorporated","3860 Elmore Ave",,"Davenport","IA","52807",,"41.558075","-90.5293807",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21690","http://www.chauvetdj.com/?post_type=store_page&p=21690",,,"2016-02-03 16:06:00","414.6504182064"
"3393","Guitar Center  Incorporated","4651 1st Ave. SE",,"Cedar Rapids","IA","52402",,"42.0233447","-91.6216086",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21691","http://www.chauvetdj.com/?post_type=store_page&p=21691",,,"2016-02-03 16:06:00","404.4718693794"
"3394","Guitar Center  Incorporated","4360 Bay Road",,"Saginaw","MI","48603",,"43.4706248","-83.9736491",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21692","http://www.chauvetdj.com/?post_type=store_page&p=21692",,,"2016-02-03 16:06:00","758.6128645089"
"3395","Guitar Center  Incorporated","5800 S. Westnedge Ave",,"Portage","MI","49002",,"42.2329319","-85.5900684",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,,,,,,"21693","http://www.chauvetdj.com/?post_type=store_page&p=21693",,,"2016-02-03 16:06:07","644.4478819959"
"3396","Guitar Center  Incorporated","G3640 Miller Road",,"Flint","MI","48507",,"42.9859909","-83.7518266",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"(810) 720-3863",,,,,"21694","http://www.chauvetdj.com/?post_type=store_page&p=21694",,,"2016-02-03 16:06:07","751.4315985899"
"3397","Guitar Center  Incorporated","23133 Outer Dr.","Unit D","Allen Park","MI","48101",,"42.2794637","-83.211231",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"(313) 561-3904",,,,,"21695","http://www.chauvetdj.com/?post_type=store_page&p=21695",,,"2016-02-03 16:06:08","754.2256164068"
"3398","Guitar Center  Incorporated","7250 S. Cicero Ave","#C","Chicago","IL","60629",,"41.7606662","-87.7431208",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"(708) 422-1400",,,,,"21696","http://www.chauvetdj.com/?post_type=store_page&p=21696",,,"2016-02-03 16:06:08","533.5487796780"
"3399","Guitar Center  Incorporated","31940 Gratiot Avenue","SUITE A","Roseville","MI","48066-4587",,"42.5307128","-82.9105836",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"810-296-6161",,,,,"21697","http://www.chauvetdj.com/?post_type=store_page&p=21697",,,"2016-02-03 16:06:08","775.3804872619"
"3400","Guitar Center  Incorporated","2375 S Arlington Heights Road",,"Arlington Heights","IL","60005",,"42.0424774","-87.9823561",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"847-439-4600",,,,,"21698","http://www.chauvetdj.com/?post_type=store_page&p=21698",,,"2016-02-03 16:06:08","535.0021279674"
"3401","Guitar Center  Incorporated","29555 Northwestern Highway",,"Southfield","MI","48034",,"42.5044161","-83.3166657",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"248-354-8075",,,,,"21699","http://www.chauvetdj.com/?post_type=store_page&p=21699",,,"2016-02-03 16:06:08","755.8845272707"
"3402","Guitar Center  Incorporated","2633 North Halsted Avenue",,"Chicago","IL","60614",,"41.9302126","-87.648542",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"773-248-2808",,,,,"21700","http://www.chauvetdj.com/?post_type=store_page&p=21700",,,"2016-02-03 16:06:08","544.2478153409"
"3403","Guitar Center  Incorporated","39415 Ford Road",,"Canton Township","MI","48187-4320",,"42.3225663","-83.4293079",,,,"www.guitarcenter.com/New-Gear.gc?internal=1&browser=&fsrc=CHAUVET&src=CHAUVET",,"734-844-0600",,,,,"21701","http://www.chauvetdj.com/?post_type=store_page&p=21701",,,"2016-02-03 16:06:08","745.3297395287"
